page_id,image_path,section_id,section_name,source_type,content_type,is_index,confidence,secondary_types,needs_review
00-18_maintena,raw/00 - Maintenance/00-18.jpg,00,Maintenance,service_manual,procedure,False,0.9,"[""specification""]",False
00-torque-specs-001,raw/00 - Torque Specs/BMW_Torque_Specs/001.jpg,00,Torque Specs,service_manual,specification,False,0.9,[],False
00-torque-specs-002,raw/00 - Torque Specs/BMW_Torque_Specs/002.jpg,00,Torque Specs,service_manual,specification,False,0.9,"[""text""]",False
00-torque-specs-003,raw/00 - Torque Specs/BMW_Torque_Specs/003.jpg,00,Torque Specs,service_manual,specification,False,0.95,[],False
00-torque-specs-004,raw/00 - Torque Specs/BMW_Torque_Specs/004.jpg,00,Torque Specs,service_manual,specification,False,0.9,[],False
00-torque-specs-005,raw/00 - Torque Specs/BMW_Torque_Specs/005.jpg,00,Torque Specs,service_manual,specification,False,0.9,[],False
00-torque-specs-006,raw/00 - Torque Specs/BMW_Torque_Specs/006.jpg,00,Torque Specs,service_manual,specification,False,0.9,[],False
00-torque-specs-007,raw/00 - Torque Specs/BMW_Torque_Specs/007.jpg,00,Torque Specs,service_manual,specification,False,0.9,[],False
00-torque-specs-008,raw/00 - Torque Specs/BMW_Torque_Specs/008.jpg,00,Torque Specs,service_manual,specification,False,0.9,[],False
00-torque-specs-009,raw/00 - Torque Specs/BMW_Torque_Specs/009.jpg,00,Torque Specs,service_manual,specification,False,0.9,"[""procedure""]",False
00-torque-specs-010,raw/00 - Torque Specs/BMW_Torque_Specs/010.jpg,00,Torque Specs,service_manual,specification,False,0.9,[],False
00-torque-specs-011,raw/00 - Torque Specs/BMW_Torque_Specs/011.jpg,00,Torque Specs,service_manual,specification,False,0.95,"[""procedure""]",False
00-torque-specs-012,raw/00 - Torque Specs/BMW_Torque_Specs/012.jpg,00,Torque Specs,service_manual,specification,False,0.9,"[""procedure""]",False
00-torque-specs-013,raw/00 - Torque Specs/BMW_Torque_Specs/013.jpg,00,Torque Specs,service_manual,specification,False,0.9,"[""procedure""]",False
00-torque-specs-014,raw/00 - Torque Specs/BMW_Torque_Specs/014.jpg,00,Torque Specs,service_manual,specification,False,0.9,"[""procedure""]",False
00-torque-specs-015,raw/00 - Torque Specs/BMW_Torque_Specs/015.jpg,00,Torque Specs,service_manual,specification,False,0.9,"[""procedure""]",False
00-torque-specs-016,raw/00 - Torque Specs/BMW_Torque_Specs/016.jpg,00,Torque Specs,service_manual,specification,False,0.9,"[""procedure""]",False
00-torque-specs-017,raw/00 - Torque Specs/BMW_Torque_Specs/017.jpg,00,Torque Specs,service_manual,specification,False,0.9,"[""text""]",False
00-torque-specs-018,raw/00 - Torque Specs/BMW_Torque_Specs/018.jpg,00,Torque Specs,service_manual,specification,False,0.9,"[""procedure""]",False
00-torque-specs-019,raw/00 - Torque Specs/BMW_Torque_Specs/019.jpg,00,Torque Specs,service_manual,specification,False,0.9,"[""procedure""]",False
00-torque-specs-020,raw/00 - Torque Specs/BMW_Torque_Specs/020.jpg,00,Torque Specs,service_manual,specification,False,0.9,"[""procedure""]",False
00-torque-specs-021,raw/00 - Torque Specs/BMW_Torque_Specs/021.jpg,00,Torque Specs,service_manual,specification,False,0.9,"[""text""]",False
00-torque-specs-022,raw/00 - Torque Specs/BMW_Torque_Specs/022.jpg,00,Torque Specs,service_manual,specification,False,0.9,[],False
00-torque-specs-023,raw/00 - Torque Specs/BMW_Torque_Specs/023.jpg,00,Torque Specs,service_manual,specification,False,0.9,"[""procedure""]",False
00-torque-specs-024,raw/00 - Torque Specs/BMW_Torque_Specs/024.jpg,00,Torque Specs,service_manual,specification,False,0.9,"[""procedure""]",False
00-torque-specs-025,raw/00 - Torque Specs/BMW_Torque_Specs/025.jpg,00,Torque Specs,service_manual,specification,False,0.9,"[""procedure""]",False
00-torque-specs-026,raw/00 - Torque Specs/BMW_Torque_Specs/026.jpg,00,Torque Specs,service_manual,specification,False,0.95,[],False
00-torque-specs-027,raw/00 - Torque Specs/BMW_Torque_Specs/027.jpg,00,Torque Specs,service_manual,specification,False,0.95,"[""procedure""]",False
00-torque-specs-028,raw/00 - Torque Specs/BMW_Torque_Specs/028.jpg,00,Torque Specs,service_manual,specification,False,0.9,"[""procedure""]",False
00-torque-specs-029,raw/00 - Torque Specs/BMW_Torque_Specs/029.jpg,00,Torque Specs,service_manual,specification,False,0.9,[],False
00-torque-specs-030,raw/00 - Torque Specs/BMW_Torque_Specs/030.jpg,00,Torque Specs,service_manual,specification,False,0.9,"[""procedure""]",False
00-torque-specs-031,raw/00 - Torque Specs/BMW_Torque_Specs/031.jpg,00,Torque Specs,service_manual,specification,False,0.9,"[""procedure""]",False
00-torque-specs-032,raw/00 - Torque Specs/BMW_Torque_Specs/032.jpg,00,Torque Specs,service_manual,specification,False,0.95,[],False
00-torque-specs-033,raw/00 - Torque Specs/BMW_Torque_Specs/033.jpg,00,Torque Specs,service_manual,specification,False,0.9,[],False
00-torque-specs-034,raw/00 - Torque Specs/BMW_Torque_Specs/034.jpg,00,Torque Specs,service_manual,specification,False,0.9,"[""diagram""]",False
00-torque-specs-035,raw/00 - Torque Specs/BMW_Torque_Specs/035.jpg,00,Torque Specs,service_manual,specification,False,0.9,"[""procedure""]",False
00-torque-specs-036,raw/00 - Torque Specs/BMW_Torque_Specs/036.jpg,00,Torque Specs,service_manual,specification,False,0.9,[],False
00-torque-specs-037,raw/00 - Torque Specs/BMW_Torque_Specs/037.jpg,00,Torque Specs,service_manual,specification,False,0.9,"[""procedure""]",False
00-torque-specs-038,raw/00 - Torque Specs/BMW_Torque_Specs/038.jpg,00,Torque Specs,service_manual,specification,False,0.9,"[""text""]",False
00-torque-specs-039,raw/00 - Torque Specs/BMW_Torque_Specs/039.jpg,00,Torque Specs,service_manual,specification,False,0.9,"[""procedure""]",False
00-torque-specs-040,raw/00 - Torque Specs/BMW_Torque_Specs/040.jpg,00,Torque Specs,service_manual,specification,False,0.9,[],False
00-torque-specs-041,raw/00 - Torque Specs/BMW_Torque_Specs/041.jpg,00,Torque Specs,service_manual,specification,False,0.9,[],False
00-torque-specs-042,raw/00 - Torque Specs/BMW_Torque_Specs/042.jpg,00,Torque Specs,service_manual,specification,False,0.9,"[""procedure""]",False
00-torque-specs-043,raw/00 - Torque Specs/BMW_Torque_Specs/043.jpg,00,Torque Specs,service_manual,specification,False,0.9,[],False
00-torque-specs-044,raw/00 - Torque Specs/BMW_Torque_Specs/044.jpg,00,Torque Specs,service_manual,specification,False,0.9,[],False
00-torque-specs-045,raw/00 - Torque Specs/BMW_Torque_Specs/045.jpg,00,Torque Specs,service_manual,specification,False,0.9,"[""procedure""]",False
00-torque-specs-046,raw/00 - Torque Specs/BMW_Torque_Specs/046.jpg,00,Torque Specs,service_manual,specification,False,0.9,"[""procedure""]",False
00-torque-specs-047,raw/00 - Torque Specs/BMW_Torque_Specs/047.jpg,00,Torque Specs,service_manual,specification,False,0.9,"[""procedure""]",False
00-torque-specs-048,raw/00 - Torque Specs/BMW_Torque_Specs/048.jpg,00,Torque Specs,service_manual,specification,False,0.9,[],False
00-torque-specs-049,raw/00 - Torque Specs/BMW_Torque_Specs/049.jpg,00,Torque Specs,service_manual,specification,False,0.9,[],False
00-torque-specs-050,raw/00 - Torque Specs/BMW_Torque_Specs/050.jpg,00,Torque Specs,service_manual,specification,False,0.9,"[""procedure""]",False
00-torque-specs-051,raw/00 - Torque Specs/BMW_Torque_Specs/051.jpg,00,Torque Specs,service_manual,specification,False,0.9,[],False
00-torque-specs-052,raw/00 - Torque Specs/BMW_Torque_Specs/052.jpg,00,Torque Specs,service_manual,specification,False,0.9,[],False
00-torque-specs-053,raw/00 - Torque Specs/BMW_Torque_Specs/053.jpg,00,Torque Specs,service_manual,specification,False,0.9,"[""pinout""]",False
00-torque-specs-054,raw/00 - Torque Specs/BMW_Torque_Specs/054.jpg,00,Torque Specs,service_manual,specification,False,0.95,"[""wiring"", ""pinout""]",False
00-torque-specs-055,raw/00 - Torque Specs/BMW_Torque_Specs/055.jpg,00,Torque Specs,service_manual,specification,False,0.9,[],False
00-torque-specs-056,raw/00 - Torque Specs/BMW_Torque_Specs/056.jpg,00,Torque Specs,service_manual,specification,False,0.9,[],False
00-torque-specs-057,raw/00 - Torque Specs/BMW_Torque_Specs/057.jpg,00,Torque Specs,service_manual,specification,False,0.9,[],False
00-torque-specs-058,raw/00 - Torque Specs/BMW_Torque_Specs/058.jpg,00,Torque Specs,service_manual,specification,False,0.95,[],False
00-torque-specs-059,raw/00 - Torque Specs/BMW_Torque_Specs/059.jpg,00,Torque Specs,service_manual,specification,False,0.9,[],False
00-torque-specs-060,raw/00 - Torque Specs/BMW_Torque_Specs/060.jpg,00,Torque Specs,service_manual,specification,False,0.9,"[""wiring""]",False
00-torque-specs-061,raw/00 - Torque Specs/BMW_Torque_Specs/061.jpg,00,Torque Specs,service_manual,specification,False,0.9,[],False
00-torque-specs-062,raw/00 - Torque Specs/BMW_Torque_Specs/062.jpg,00,Torque Specs,service_manual,specification,False,0.9,"[""wiring""]",False
00-torque-specs-063,raw/00 - Torque Specs/BMW_Torque_Specs/063.jpg,00,Torque Specs,service_manual,specification,False,0.8,"[""wiring"", ""pinout""]",False
00-torque-specs-064,raw/00 - Torque Specs/BMW_Torque_Specs/064.jpg,00,Torque Specs,service_manual,specification,False,0.9,[],False
00-torque-specs-065,raw/00 - Torque Specs/BMW_Torque_Specs/065.jpg,00,Torque Specs,service_manual,specification,False,0.9,"[""wiring""]",False
00-torque-specs-066,raw/00 - Torque Specs/BMW_Torque_Specs/066.jpg,00,Torque Specs,service_manual,specification,False,0.9,[],False
00-torque-specs-067,raw/00 - Torque Specs/BMW_Torque_Specs/067.jpg,00,Torque Specs,service_manual,specification,False,0.9,[],False
00-torque-specs-068,raw/00 - Torque Specs/BMW_Torque_Specs/068.jpg,00,Torque Specs,service_manual,specification,False,0.9,"[""procedure""]",False
00-torque-specs-069,raw/00 - Torque Specs/BMW_Torque_Specs/069.jpg,00,Torque Specs,service_manual,specification,False,0.9,"[""text""]",False
00-torque-specs-070,raw/00 - Torque Specs/BMW_Torque_Specs/070.jpg,00,Torque Specs,service_manual,specification,False,0.9,[],False
00-torque-specs-071,raw/00 - Torque Specs/BMW_Torque_Specs/071.jpg,00,Torque Specs,service_manual,specification,False,0.9,"[""diagram""]",False
00-torque-specs-072,raw/00 - Torque Specs/BMW_Torque_Specs/072.jpg,00,Torque Specs,service_manual,specification,False,0.9,"[""procedure""]",False
00-torque-specs-073,raw/00 - Torque Specs/BMW_Torque_Specs/073.jpg,00,Torque Specs,service_manual,specification,False,0.9,"[""procedure""]",False
00-torque-specs-074,raw/00 - Torque Specs/BMW_Torque_Specs/074.jpg,00,Torque Specs,service_manual,specification,False,0.9,"[""wiring""]",False
00-torque-specs-075,raw/00 - Torque Specs/BMW_Torque_Specs/075.jpg,00,Torque Specs,service_manual,specification,False,0.9,[],False
00-torque-specs-076,raw/00 - Torque Specs/BMW_Torque_Specs/076.jpg,00,Torque Specs,service_manual,specification,False,0.95,[],False
00-torque-specs-077,raw/00 - Torque Specs/BMW_Torque_Specs/077.jpg,00,Torque Specs,service_manual,specification,False,0.9,[],False
00-torque-specs-078,raw/00 - Torque Specs/BMW_Torque_Specs/078.jpg,00,Torque Specs,service_manual,specification,False,0.8,"[""procedure""]",False
00-torque-specs-079,raw/00 - Torque Specs/BMW_Torque_Specs/079.jpg,00,Torque Specs,service_manual,specification,False,0.9,"[""text""]",False
00-torque-specs-080,raw/00 - Torque Specs/BMW_Torque_Specs/080.jpg,00,Torque Specs,service_manual,specification,False,0.95,[],False
00-torque-specs-081,raw/00 - Torque Specs/BMW_Torque_Specs/081.jpg,00,Torque Specs,service_manual,specification,False,0.9,"[""index""]",False
00-torque-specs-082,raw/00 - Torque Specs/BMW_Torque_Specs/082.jpg,00,Torque Specs,service_manual,specification,False,0.9,"[""procedure""]",False
00-torque-specs-083,raw/00 - Torque Specs/BMW_Torque_Specs/083.jpg,00,Torque Specs,service_manual,specification,False,0.8,[],False
00-torque-specs-084,raw/00 - Torque Specs/BMW_Torque_Specs/084.jpg,00,Torque Specs,service_manual,specification,False,0.9,"[""procedure""]",False
00-torque-specs-085,raw/00 - Torque Specs/BMW_Torque_Specs/085.jpg,00,Torque Specs,service_manual,specification,False,0.9,[],False
00-torque-specs-086,raw/00 - Torque Specs/BMW_Torque_Specs/086.jpg,00,Torque Specs,service_manual,specification,False,0.9,"[""procedure""]",False
00-torque-specs-087,raw/00 - Torque Specs/BMW_Torque_Specs/087.jpg,00,Torque Specs,service_manual,specification,False,0.9,"[""procedure""]",False
00-torque-specs-088,raw/00 - Torque Specs/BMW_Torque_Specs/088.jpg,00,Torque Specs,service_manual,specification,False,0.9,"[""text""]",False
00-torque-specs-089,raw/00 - Torque Specs/BMW_Torque_Specs/089.jpg,00,Torque Specs,service_manual,specification,False,0.9,"[""procedure""]",False
00-torque-specs-090,raw/00 - Torque Specs/BMW_Torque_Specs/090.jpg,00,Torque Specs,service_manual,specification,False,0.85,"[""procedure""]",False
00-torque-specs-091,raw/00 - Torque Specs/BMW_Torque_Specs/091.jpg,00,Torque Specs,service_manual,specification,False,0.9,"[""procedure""]",False
00-torque-specs-092,raw/00 - Torque Specs/BMW_Torque_Specs/092.jpg,00,Torque Specs,service_manual,specification,False,0.9,"[""procedure""]",False
00-torque-specs-093,raw/00 - Torque Specs/BMW_Torque_Specs/093.jpg,00,Torque Specs,service_manual,specification,False,0.9,[],False
00-torque-specs-094,raw/00 - Torque Specs/BMW_Torque_Specs/094.jpg,00,Torque Specs,service_manual,specification,False,0.95,[],False
00-torque-specs-095,raw/00 - Torque Specs/BMW_Torque_Specs/095.jpg,00,Torque Specs,service_manual,specification,False,0.9,"[""procedure""]",False
00-torque-specs-096,raw/00 - Torque Specs/BMW_Torque_Specs/096.jpg,00,Torque Specs,service_manual,specification,False,0.95,"[""procedure""]",False
00-torque-specs-097,raw/00 - Torque Specs/BMW_Torque_Specs/097.jpg,00,Torque Specs,service_manual,specification,False,0.9,"[""procedure""]",False
00-torque-specs-098,raw/00 - Torque Specs/BMW_Torque_Specs/098.jpg,00,Torque Specs,service_manual,specification,False,0.9,"[""procedure""]",False
00-torque-specs-099,raw/00 - Torque Specs/BMW_Torque_Specs/099.jpg,00,Torque Specs,service_manual,specification,False,0.9,"[""procedure""]",False
00-torque-specs-100,raw/00 - Torque Specs/BMW_Torque_Specs/100.jpg,00,Torque Specs,service_manual,specification,False,0.9,"[""procedure""]",False
00-torque-specs-101,raw/00 - Torque Specs/BMW_Torque_Specs/101.jpg,00,Torque Specs,service_manual,specification,False,0.9,[],False
00-torque-specs-102,raw/00 - Torque Specs/BMW_Torque_Specs/102.jpg,00,Torque Specs,service_manual,specification,False,0.95,[],False
00-torque-specs-103,raw/00 - Torque Specs/BMW_Torque_Specs/103.jpg,00,Torque Specs,service_manual,specification,False,0.95,[],False
00-torque-specs-104,raw/00 - Torque Specs/BMW_Torque_Specs/104.jpg,00,Torque Specs,service_manual,specification,False,0.9,"[""procedure""]",False
00-torque-specs-105,raw/00 - Torque Specs/BMW_Torque_Specs/105.jpg,00,Torque Specs,service_manual,specification,False,0.9,"[""text""]",False
00-torque-specs-106,raw/00 - Torque Specs/BMW_Torque_Specs/106.jpg,00,Torque Specs,service_manual,specification,False,0.9,"[""procedure""]",False
00-torque-specs-107,raw/00 - Torque Specs/BMW_Torque_Specs/107.jpg,00,Torque Specs,service_manual,specification,False,0.9,[],False
00-torque-specs-108,raw/00 - Torque Specs/BMW_Torque_Specs/108.jpg,00,Torque Specs,service_manual,specification,False,0.95,[],False
00-torque-specs-109,raw/00 - Torque Specs/BMW_Torque_Specs/109.jpg,00,Torque Specs,service_manual,specification,False,0.9,[],False
00-torque-specs-11-01,raw/00 - Torque Specs/11-01.jpg,00,Torque Specs,service_manual,specification,False,0.9,"[""procedure""]",False
00-torque-specs-11-02,raw/00 - Torque Specs/11-02.jpg,00,Torque Specs,service_manual,specification,False,0.9,"[""procedure""]",False
00-torque-specs-11-04,raw/00 - Torque Specs/11-04.jpg,00,Torque Specs,service_manual,specification,False,0.9,"[""procedure""]",False
00-torque-specs-11-05,raw/00 - Torque Specs/11-05.jpg,00,Torque Specs,service_manual,specification,False,0.9,"[""procedure""]",False
00-torque-specs-11-06,raw/00 - Torque Specs/11-06.jpg,00,Torque Specs,service_manual,specification,False,0.95,"[""procedure""]",False
00-torque-specs-11-07,raw/00 - Torque Specs/11-07.jpg,00,Torque Specs,service_manual,specification,False,0.9,[],False
00-torque-specs-11-08,raw/00 - Torque Specs/11-08.jpg,00,Torque Specs,service_manual,specification,False,0.9,"[""procedure""]",False
00-torque-specs-11-09,raw/00 - Torque Specs/11-09.jpg,00,Torque Specs,service_manual,specification,False,0.9,"[""procedure""]",False
00-torque-specs-11-10,raw/00 - Torque Specs/11-10.jpg,00,Torque Specs,service_manual,specification,False,0.95,"[""procedure""]",False
00-torque-specs-11-11,raw/00 - Torque Specs/11-11.jpg,00,Torque Specs,service_manual,specification,False,0.95,[],False
00-torque-specs-11-12,raw/00 - Torque Specs/11-12.jpg,00,Torque Specs,service_manual,specification,False,0.95,[],False
00-torque-specs-11-13,raw/00 - Torque Specs/11-13.jpg,00,Torque Specs,service_manual,specification,False,0.9,[],False
00-torque-specs-11-14,raw/00 - Torque Specs/11-14.jpg,00,Torque Specs,service_manual,specification,False,0.9,"[""procedure""]",False
00-torque-specs-11-15,raw/00 - Torque Specs/11-15.jpg,00,Torque Specs,service_manual,specification,False,0.9,"[""procedure""]",False
00-torque-specs-11-16,raw/00 - Torque Specs/11-16.jpg,00,Torque Specs,service_manual,specification,False,0.9,"[""procedure""]",False
00-torque-specs-11-17,raw/00 - Torque Specs/11-17.jpg,00,Torque Specs,service_manual,specification,False,0.95,[],False
00-torque-specs-11-18,raw/00 - Torque Specs/11-18.jpg,00,Torque Specs,service_manual,specification,False,0.9,[],False
00-torque-specs-11-19,raw/00 - Torque Specs/11-19.jpg,00,Torque Specs,service_manual,specification,False,0.9,"[""procedure""]",False
00-torque-specs-11-20,raw/00 - Torque Specs/11-20.jpg,00,Torque Specs,service_manual,specification,False,0.9,"[""procedure""]",False
00-torque-specs-11-21,raw/00 - Torque Specs/11-21.jpg,00,Torque Specs,service_manual,specification,False,0.95,"[""procedure""]",False
00-torque-specs-11-22,raw/00 - Torque Specs/11-22.jpg,00,Torque Specs,service_manual,specification,False,0.9,"[""procedure""]",False
00-torque-specs-11-23,raw/00 - Torque Specs/11-23.jpg,00,Torque Specs,service_manual,specification,False,0.95,[],False
00-torque-specs-11-24,raw/00 - Torque Specs/11-24.jpg,00,Torque Specs,service_manual,specification,False,0.95,[],False
00-torque-specs-11-25,raw/00 - Torque Specs/11-25.jpg,00,Torque Specs,service_manual,specification,False,0.95,"[""procedure""]",False
00-torque-specs-11-26,raw/00 - Torque Specs/11-26.jpg,00,Torque Specs,service_manual,specification,False,0.95,[],False
00-torque-specs-11-27,raw/00 - Torque Specs/11-27.jpg,00,Torque Specs,service_manual,specification,False,0.9,[],False
00-torque-specs-11-28,raw/00 - Torque Specs/11-28.jpg,00,Torque Specs,service_manual,specification,False,0.95,"[""procedure""]",False
00-torque-specs-11-29,raw/00 - Torque Specs/11-29.jpg,00,Torque Specs,service_manual,specification,False,0.9,"[""procedure""]",False
00-torque-specs-11-30,raw/00 - Torque Specs/11-30.jpg,00,Torque Specs,service_manual,specification,False,0.9,[],False
00-torque-specs-11-31,raw/00 - Torque Specs/11-31.jpg,00,Torque Specs,service_manual,specification,False,0.9,[],False
00-torque-specs-11-32,raw/00 - Torque Specs/11-32.jpg,00,Torque Specs,service_manual,specification,False,0.9,[],False
00-torque-specs-11-33,raw/00 - Torque Specs/11-33.jpg,00,Torque Specs,service_manual,specification,False,0.9,[],False
00-torque-specs-11-34,raw/00 - Torque Specs/11-34.jpg,00,Torque Specs,service_manual,specification,False,0.9,[],False
00-torque-specs-11-35,raw/00 - Torque Specs/11-35.jpg,00,Torque Specs,service_manual,specification,False,0.9,"[""procedure""]",False
00-torque-specs-11-36,raw/00 - Torque Specs/11-36.jpg,00,Torque Specs,service_manual,specification,False,0.9,[],False
00-torque-specs-11-37,raw/00 - Torque Specs/11-37.jpg,00,Torque Specs,service_manual,specification,False,0.9,[],False
00-torque-specs-11-38,raw/00 - Torque Specs/11-38.jpg,00,Torque Specs,service_manual,specification,False,0.9,[],False
00-torque-specs-11-39,raw/00 - Torque Specs/11-39.jpg,00,Torque Specs,service_manual,specification,False,0.9,[],False
00-torque-specs-11-40,raw/00 - Torque Specs/11-40.jpg,00,Torque Specs,service_manual,specification,False,0.9,[],False
00-torque-specs-110,raw/00 - Torque Specs/BMW_Torque_Specs/110.jpg,00,Torque Specs,service_manual,specification,False,0.9,"[""procedure""]",False
